score,threshold_quantile,threshold_value,case,detection_rate_percent,false_alarm_rate_percent,precision,recall,F1,detection_delay_min,state_type,safe_claim
return_ewma_score,90,2.882708803557261,return_sensor_bias_plus_1C,0.0,10.223048327137546,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
return_ewma_score,90,2.882708803557261,return_sensor_bias_plus_2C,0.0,10.223048327137546,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
return_ewma_score,90,2.882708803557261,outlet_sensor_dropout,0.0,10.223048327137546,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
return_ewma_score,90,2.882708803557261,heat_loss_coefficient_plus_20pct,0.0,10.223048327137546,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
return_ewma_score,90,2.882708803557261,friction_factor_plus_20pct,0.0,10.223048327137546,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
return_ewma_score,90,2.882708803557261,combined_monitoring_stress,62.5,10.223048327137546,0.08333333333333333,0.625,0.14705882352941174,90.0,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
return_ewma_score,95,3.1343729471972814,normal_operation,5.0366300366300365,5.0366300366300365,0.0,,,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
return_ewma_score,95,3.1343729471972814,return_sensor_bias_plus_1C,0.0,5.111524163568773,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
return_ewma_score,95,3.1343729471972814,return_sensor_bias_plus_2C,0.0,5.111524163568773,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
return_ewma_score,95,3.1343729471972814,outlet_sensor_dropout,0.0,5.111524163568773,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
return_ewma_score,95,3.1343729471972814,heat_loss_coefficient_plus_20pct,0.0,5.111524163568773,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
return_ewma_score,95,3.1343729471972814,friction_factor_plus_20pct,0.0,5.111524163568773,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
return_ewma_score,95,3.1343729471972814,combined_monitoring_stress,50.0,5.111524163568773,0.12698412698412698,0.5,0.20253164556962025,120.0,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
return_ewma_score,99,3.3708796445025695,normal_operation,1.0073260073260073,1.0073260073260073,0.0,,,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
return_ewma_score,99,3.3708796445025695,return_sensor_bias_plus_1C,0.0,1.0223048327137547,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
return_ewma_score,99,3.3708796445025695,return_sensor_bias_plus_2C,0.0,1.0223048327137547,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
return_ewma_score,99,3.3708796445025695,outlet_sensor_dropout,0.0,1.0223048327137547,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
return_ewma_score,99,3.3708796445025695,heat_loss_coefficient_plus_20pct,0.0,1.0223048327137547,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
return_ewma_score,99,3.3708796445025695,friction_factor_plus_20pct,0.0,1.0223048327137547,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
return_ewma_score,99,3.3708796445025695,combined_monitoring_stress,0.0,1.0223048327137547,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
return_cusum_score,90,1378.2629048688286,normal_operation,10.073260073260073,10.073260073260073,0.0,,,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
return_cusum_score,90,1378.2629048688286,return_sensor_bias_plus_1C,0.0,9.386617100371748,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
return_cusum_score,90,1378.2629048688286,return_sensor_bias_plus_2C,0.0,10.87360594795539,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
return_cusum_score,90,1378.2629048688286,outlet_sensor_dropout,0.0,10.130111524163569,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
return_cusum_score,90,1378.2629048688286,heat_loss_coefficient_plus_20pct,0.0,10.223048327137546,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
return_cusum_score,90,1378.2629048688286,friction_factor_plus_20pct,0.0,10.223048327137546,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
return_cusum_score,90,1378.2629048688286,combined_monitoring_stress,0.0,12.546468401486987,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
return_cusum_score,95,1429.800127980929,normal_operation,5.0366300366300365,5.0366300366300365,0.0,,,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
return_cusum_score,95,1429.800127980929,return_sensor_bias_plus_1C,0.0,3.4386617100371746,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
return_cusum_score,95,1429.800127980929,return_sensor_bias_plus_2C,0.0,6.226765799256506,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
return_cusum_score,95,1429.800127980929,outlet_sensor_dropout,0.0,5.018587360594796,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
return_cusum_score,95,1429.800127980929,heat_loss_coefficient_plus_20pct,0.0,5.111524163568773,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
return_cusum_score,95,1429.800127980929,friction_factor_plus_20pct,0.0,5.111524163568773,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
return_cusum_score,95,1429.800127980929,combined_monitoring_stress,0.0,8.643122676579926,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
return_cusum_score,99,1457.6297982428869,normal_operation,1.0073260073260073,1.0073260073260073,0.0,,,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
return_cusum_score,99,1457.6297982428869,return_sensor_bias_plus_1C,0.0,0.0,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
return_cusum_score,99,1457.6297982428869,return_sensor_bias_plus_2C,0.0,2.323420074349442,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
return_cusum_score,99,1457.6297982428869,outlet_sensor_dropout,0.0,0.929368029739777,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
return_cusum_score,99,1457.6297982428869,heat_loss_coefficient_plus_20pct,0.0,1.0223048327137547,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
return_cusum_score,99,1457.6297982428869,friction_factor_plus_20pct,0.0,1.0223048327137547,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
return_cusum_score,99,1457.6297982428869,combined_monitoring_stress,0.0,5.5762081784386615,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
heat_loss_ewma_score,90,2.4028417174797014,normal_operation,10.073260073260073,10.073260073260073,0.0,,,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
heat_loss_ewma_score,90,2.4028417174797014,return_sensor_bias_plus_1C,0.0,10.223048327137546,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
heat_loss_ewma_score,90,2.4028417174797014,return_sensor_bias_plus_2C,0.0,10.223048327137546,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
heat_loss_ewma_score,90,2.4028417174797014,outlet_sensor_dropout,0.0,10.223048327137546,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
heat_loss_ewma_score,90,2.4028417174797014,heat_loss_coefficient_plus_20pct,0.0,10.223048327137546,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
heat_loss_ewma_score,90,2.4028417174797014,friction_factor_plus_20pct,0.0,10.223048327137546,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
heat_loss_ewma_score,90,2.4028417174797014,combined_monitoring_stress,0.0,10.223048327137546,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
heat_loss_ewma_score,95,2.567062715241092,normal_operation,5.0366300366300365,5.0366300366300365,0.0,,,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
heat_loss_ewma_score,95,2.567062715241092,return_sensor_bias_plus_1C,0.0,5.111524163568773,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
heat_loss_ewma_score,95,2.567062715241092,return_sensor_bias_plus_2C,0.0,5.111524163568773,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
heat_loss_ewma_score,95,2.567062715241092,outlet_sensor_dropout,0.0,5.111524163568773,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
heat_loss_ewma_score,95,2.567062715241092,heat_loss_coefficient_plus_20pct,0.0,5.111524163568773,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
heat_loss_ewma_score,95,2.567062715241092,friction_factor_plus_20pct,0.0,5.111524163568773,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
heat_loss_ewma_score,95,2.567062715241092,combined_monitoring_stress,0.0,5.111524163568773,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
heat_loss_ewma_score,99,2.682956612990183,normal_operation,1.0073260073260073,1.0073260073260073,0.0,,,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
heat_loss_ewma_score,99,2.682956612990183,return_sensor_bias_plus_1C,0.0,1.0223048327137547,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
heat_loss_ewma_score,99,2.682956612990183,return_sensor_bias_plus_2C,0.0,1.0223048327137547,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
heat_loss_ewma_score,99,2.682956612990183,outlet_sensor_dropout,0.0,1.0223048327137547,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
heat_loss_ewma_score,99,2.682956612990183,heat_loss_coefficient_plus_20pct,0.0,1.0223048327137547,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
heat_loss_ewma_score,99,2.682956612990183,friction_factor_plus_20pct,0.0,1.0223048327137547,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
heat_loss_ewma_score,99,2.682956612990183,combined_monitoring_stress,0.0,1.0223048327137547,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
residual_score,90,482.39201670409,normal_operation,10.073260073260073,10.073260073260073,0.0,,,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
residual_score,90,482.39201670409,return_sensor_bias_plus_1C,0.0,9.386617100371748,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
residual_score,90,482.39201670409,return_sensor_bias_plus_2C,0.0,10.87360594795539,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
residual_score,90,482.39201670409,outlet_sensor_dropout,0.0,10.130111524163569,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
residual_score,90,482.39201670409,heat_loss_coefficient_plus_20pct,0.0,10.223048327137546,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
residual_score,90,482.39201670409,friction_factor_plus_20pct,0.0,10.223048327137546,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
residual_score,90,482.39201670409,combined_monitoring_stress,0.0,12.546468401486987,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
residual_score,95,500.430044793325,normal_operation,5.0366300366300365,5.0366300366300365,0.0,,,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
residual_score,95,500.430044793325,return_sensor_bias_plus_1C,0.0,3.4386617100371746,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
residual_score,95,500.430044793325,return_sensor_bias_plus_2C,0.0,6.226765799256506,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
residual_score,95,500.430044793325,outlet_sensor_dropout,0.0,5.018587360594796,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
residual_score,95,500.430044793325,heat_loss_coefficient_plus_20pct,0.0,5.111524163568773,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
residual_score,95,500.430044793325,friction_factor_plus_20pct,0.0,5.111524163568773,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
residual_score,95,500.430044793325,combined_monitoring_stress,0.0,8.643122676579926,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
residual_score,99,510.1704293850104,normal_operation,1.0073260073260073,1.0073260073260073,0.0,,,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
residual_score,99,510.1704293850104,return_sensor_bias_plus_1C,0.0,0.0,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
residual_score,99,510.1704293850104,return_sensor_bias_plus_2C,0.0,2.323420074349442,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
residual_score,99,510.1704293850104,outlet_sensor_dropout,0.0,0.929368029739777,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
residual_score,99,510.1704293850104,heat_loss_coefficient_plus_20pct,0.0,1.0223048327137547,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
residual_score,99,510.1704293850104,friction_factor_plus_20pct,0.0,1.0223048327137547,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
residual_score,99,510.1704293850104,combined_monitoring_stress,0.0,5.5762081784386615,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
